"FACTSET_PERSON_ID"|"PEOPLE_NAME_TYPE"|"PEOPLE_NAME_VALUE"
"05ZY24-E"|"PRESENTATION_NAME"|"Tom Mandel"
"05ZY2H-E"|"PRESENTATION_NAME"|"Jay Menozzi"
"05ZY6J-E"|"PRESENTATION_NAME"|"Bob Kelly"
"05ZY72-E"|"PRESENTATION_NAME"|"Doug Grant"
"05ZY78-E"|"PRESENTATION_NAME"|"Mike Pritzkow"
"05ZYGP-E"|"PRESENTATION_NAME"|"Bill Seddon"
"05ZYLQ-E"|"PRESENTATION_NAME"|"Nick Britnell"
"05ZYMH-E"|"PRESENTATION_NAME"|"Mike Hoover"
"05ZYT6-E"|"PRESENTATION_NAME"|"Terry Moolman"
"05ZYTT-E"|"PRESENTATION_NAME"|"Manu Vandenbulck"
"05ZZ41-E"|"PRESENTATION_NAME"|"Doug Glaspey"
"05ZZ6X-E"|"PRESENTATION_NAME"|"Ken O'Donnell"
"05ZZ77-E"|"PRESENTATION_NAME"|"Drew Headley"
"05ZZ7N-E"|"PRESENTATION_NAME"|"Tim Marchesi"
"05ZZ8S-E"|"PRESENTATION_NAME"|"Jeff Reich"
"05ZZB7-E"|"PRESENTATION_NAME"|"Cam Thornton"
"05ZZPQ-E"|"PRESENTATION_NAME"|"Mike Lawrenson"
"05ZZZH-E"|"PRESENTATION_NAME"|"Larry Eiben"
"060000-E"|"PRESENTATION_NAME"|"Rich Beaven"
"060002-E"|"PRESENTATION_NAME"|"Tony Bennett"
"060004-E"|"PRESENTATION_NAME"|"Dan Cronen"
"06008B-E"|"PRESENTATION_NAME"|"Ebe Scherkus"
"0600CC-E"|"PRESENTATION_NAME"|"John Everall"
"0600JC-E"|"PRESENTATION_NAME"|"Jim Stark"
"0600QH-E"|"PRESENTATION_NAME"|"Frankie Davies"
"0600TZ-E"|"PRESENTATION_NAME"|"Peter Tseng"
"0600WF-E"|"PRESENTATION_NAME"|"Steve Croucher"
"0600YB-E"|"PRESENTATION_NAME"|"Bill Belko"
"06010H-E"|"PRESENTATION_NAME"|"Ronald Lara"
"06010W-E"|"PRESENTATION_NAME"|"Rudy Fernandez"
"06010Y-E"|"PRESENTATION_NAME"|"Andy Hirsch"
"06018X-E"|"PRESENTATION_NAME"|"Ellen Wang"
"0601CQ-E"|"PRESENTATION_NAME"|"Rich Mears"
"0601G6-E"|"PRESENTATION_NAME"|"Vern Sumnicht"
"0601WD-E"|"PRESENTATION_NAME"|"Rick Pitcairn"
"0601X6-E"|"PRESENTATION_NAME"|"Bob Tilson"
"0602PJ-E"|"PRESENTATION_NAME"|"P. Donnell Noone"
"0602X0-E"|"PRESENTATION_NAME"|"Rick Palm"
"06030Q-E"|"PRESENTATION_NAME"|"Jim Vermillion"
"0603CM-E"|"PRESENTATION_NAME"|"Scott Pierce"
"0603D3-E"|"PRESENTATION_NAME"|"Jeff Caples"
"0603W3-E"|"PRESENTATION_NAME"|"Vince Mellet"
"060463-E"|"PRESENTATION_NAME"|"Ted Hoxmeier"
"060470-E"|"PRESENTATION_NAME"|"Srini Vijayraghavan"
"06048C-E"|"PRESENTATION_NAME"|"Patrick Fleming"
"0604B1-E"|"PRESENTATION_NAME"|"Wally Kennedy"
"06052C-E"|"PRESENTATION_NAME"|"Wolf Joffe"
"0605CN-E"|"PRESENTATION_NAME"|"Dan Boyle"
"0605D4-E"|"PRESENTATION_NAME"|"Steve Thumm"
"0605MP-E"|"PRESENTATION_NAME"|"Louie Sobong"
"0605SQ-E"|"PRESENTATION_NAME"|"Tony Hannon"
"06060D-E"|"PRESENTATION_NAME"|"Sam Doyle"
"06069T-E"|"PRESENTATION_NAME"|"Craig Dauer"
"06069Z-E"|"PRESENTATION_NAME"|"Jay Jordan"
"0606VH-E"|"PRESENTATION_NAME"|"Sherri Daniels"
"0606Z4-E"|"PRESENTATION_NAME"|"Chris Sullivan"
"06079B-E"|"PRESENTATION_NAME"|"Rob Collins"
"0607Q0-E"|"PRESENTATION_NAME"|"Jim Petersen"
"0607Q2-E"|"PRESENTATION_NAME"|"Jeff Petersen"
"06084K-E"|"PRESENTATION_NAME"|"Jenny Seabrook"
"06087W-E"|"PRESENTATION_NAME"|"J. David Coker"
"060880-E"|"PRESENTATION_NAME"|"Jim Palmer"
"06089N-E"|"PRESENTATION_NAME"|"Doug McGraw"
"0608FM-E"|"PRESENTATION_NAME"|"Chris Browne"
"0608RJ-E"|"PRESENTATION_NAME"|"Dan Harlow"
"0608ZG-E"|"PRESENTATION_NAME"|"Brad Meyer"
"06096Y-E"|"PRESENTATION_NAME"|"Kamran Baig"
"0609HT-E"|"PRESENTATION_NAME"|"Rob Kuharic"
"0609NK-E"|"PRESENTATION_NAME"|"Ken Hsia"
"0609SG-E"|"PRESENTATION_NAME"|"Andy Brown"
"0609T8-E"|"PRESENTATION_NAME"|"Greg Boye"
"060B0J-E"|"PRESENTATION_NAME"|"Pat Pace"
"060B6D-E"|"PRESENTATION_NAME"|"Mike Blehar"
"060B6F-E"|"PRESENTATION_NAME"|"Ted Bovard"
"060BCS-E"|"PRESENTATION_NAME"|"D. Mitchell Coddington"
"060BJS-E"|"PRESENTATION_NAME"|"Sam Fraundorf"
"060BMQ-E"|"PRESENTATION_NAME"|"Tim Flatley"
"060BRW-E"|"PRESENTATION_NAME"|"Brian Campbell"
"060BSL-E"|"PRESENTATION_NAME"|"Sam Chase"
"060BTG-E"|"PRESENTATION_NAME"|"Mike Annin"
"060BVC-E"|"PRESENTATION_NAME"|"Jim Noble"
"060C09-E"|"PRESENTATION_NAME"|"Louise Pitt Brindle"
"060C1P-E"|"PRESENTATION_NAME"|"Pat Ward"
"060C75-E"|"PRESENTATION_NAME"|"Dan McSpirit"
"060CQ2-E"|"PRESENTATION_NAME"|"Reed Deupree"
"060CT9-E"|"PRESENTATION_NAME"|"Will Pitt"
"060CVB-E"|"PRESENTATION_NAME"|"Chris Olin"
"060D4X-E"|"PRESENTATION_NAME"|"Ken Homan"
"060D96-E"|"PRESENTATION_NAME"|"Bob Nicholson"
"060DGH-E"|"PRESENTATION_NAME"|"Andy Petitjean"
"060DM8-E"|"PRESENTATION_NAME"|"Steve Cassaday"
"060DMM-E"|"PRESENTATION_NAME"|"Justin Harris"
"060DMR-E"|"PRESENTATION_NAME"|"Chris Young"
"060DP5-E"|"PRESENTATION_NAME"|"Nick Evans"
"060DPC-E"|"PRESENTATION_NAME"|"Steve Meyer"
"060F3Y-E"|"PRESENTATION_NAME"|"Doug Swanson"
"060FBZ-E"|"PRESENTATION_NAME"|"Todd Howard"
"060FCH-E"|"PRESENTATION_NAME"|"Steve Mullin"
"060FDV-E"|"PRESENTATION_NAME"|"Cappy Johnson"
"060FTQ-E"|"PRESENTATION_NAME"|"Jeff Perlman"
"060FVW-E"|"PRESENTATION_NAME"|"Steve Concannon"
"060G1W-E"|"PRESENTATION_NAME"|"Randy Gwirtzman"
"060G23-E"|"PRESENTATION_NAME"|"Matt Weiss"
"060G26-E"|"PRESENTATION_NAME"|"Mike Petty"
"060G33-E"|"PRESENTATION_NAME"|"Jeff Buckner"
"060G38-E"|"PRESENTATION_NAME"|"J. Michael Bruno"
"060GJT-E"|"PRESENTATION_NAME"|"Ross Healy"
"060GQG-E"|"PRESENTATION_NAME"|"Bill O'Neill"
"060GTS-E"|"PRESENTATION_NAME"|"Taz Turner"
"060H9G-E"|"PRESENTATION_NAME"|"Jeff Davis"
"060HPD-E"|"PRESENTATION_NAME"|"Dan Taylor"
"060HQR-E"|"PRESENTATION_NAME"|"Ken Jaskol"
"060HTV-E"|"PRESENTATION_NAME"|"Dave Perkins"
"060HWQ-E"|"PRESENTATION_NAME"|"Brad Donovan"
"060J9L-E"|"PRESENTATION_NAME"|"Gil McKenzie"
"060JBM-E"|"PRESENTATION_NAME"|"Tom Waring"
"060JDX-E"|"PRESENTATION_NAME"|"Neal Deaton"
"060JF5-E"|"PRESENTATION_NAME"|"Rick Phillips"
"060JFJ-E"|"PRESENTATION_NAME"|"Liz Lonsdale"
"060JH1-E"|"PRESENTATION_NAME"|"Tom Fanter"
"060JPV-E"|"PRESENTATION_NAME"|"Doug Lockwood"
"060JPY-E"|"PRESENTATION_NAME"|"Greg Lynds"
"060JTN-E"|"PRESENTATION_NAME"|"Matt Humiston"
"060JXC-E"|"PRESENTATION_NAME"|"J. Chris Jones"
"060KH6-E"|"PRESENTATION_NAME"|"Raj Atluru"
"060KQQ-E"|"PRESENTATION_NAME"|"Mike Rega"
"060KVQ-E"|"PRESENTATION_NAME"|"Rich Gergasko"
"060KZ7-E"|"PRESENTATION_NAME"|"Tom Savage"
"060L8M-E"|"PRESENTATION_NAME"|"J.B. Pritzker"
"060LGG-E"|"PRESENTATION_NAME"|"Rick Grinnell"
"060LGY-E"|"PRESENTATION_NAME"|"Matt Finn"
"060M6P-E"|"PRESENTATION_NAME"|"David Segal"
"060MQ1-E"|"PRESENTATION_NAME"|"Matt Cowley"
"060N0L-E"|"PRESENTATION_NAME"|"Rick Blume"
"060N4F-E"|"PRESENTATION_NAME"|"Kees van der Graaf"
"060N70-E"|"PRESENTATION_NAME"|"Rick Skauge"
"060NBF-E"|"PRESENTATION_NAME"|"Trip Shepard"
"060NVL-E"|"PRESENTATION_NAME"|"Larry Zagarola"
"060NVQ-E"|"PRESENTATION_NAME"|"Andy Matysik"
"060NY3-E"|"PRESENTATION_NAME"|"Mike Chomiak"
"060P41-E"|"PRESENTATION_NAME"|"Don McDonald"
"060P75-E"|"PRESENTATION_NAME"|"Jeff Shanley"
"060PFL-E"|"PRESENTATION_NAME"|"Bob Grabowski"
"060PFN-E"|"PRESENTATION_NAME"|"Ron Doyle"
"060PX6-E"|"PRESENTATION_NAME"|"Scott Craig"
"060Q9B-E"|"PRESENTATION_NAME"|"Jamie Jenkins"
"060QC4-E"|"PRESENTATION_NAME"|"Rick Rezek"
"060QJ6-E"|"PRESENTATION_NAME"|"Ted Kutscher"
"060QTB-E"|"PRESENTATION_NAME"|"Mike Karstens"
"060R1L-E"|"PRESENTATION_NAME"|"Tripp Taliaferro"
"060R3J-E"|"PRESENTATION_NAME"|"Dan Nickols"
"060R3Z-E"|"PRESENTATION_NAME"|"Al Matt"
"060R40-E"|"PRESENTATION_NAME"|"Bob Loreaux"
"060R41-E"|"PRESENTATION_NAME"|"Mike Heaberg"
"060RD5-E"|"PRESENTATION_NAME"|"Jacob Grapengiesser"
"060S23-E"|"PRESENTATION_NAME"|"Tim Hall"
"060SHW-E"|"PRESENTATION_NAME"|"Trigg Brown"
"060SHX-E"|"PRESENTATION_NAME"|"Bill Noftsinger"
"060TKK-E"|"PRESENTATION_NAME"|"Rick Tsai"
"060TVY-E"|"PRESENTATION_NAME"|"Tom Alford"
"060V58-E"|"PRESENTATION_NAME"|"Tammy Tullis"
"060V6C-E"|"PRESENTATION_NAME"|"Chris Ollis"
"060V7W-E"|"PRESENTATION_NAME"|"Rick Weitz"
"060V8X-E"|"PRESENTATION_NAME"|"Tom Gerhardt"
"060V9L-E"|"PRESENTATION_NAME"|"Tom Forester"
"060VG1-E"|"PRESENTATION_NAME"|"Jeff Payne"
"060VRY-E"|"PRESENTATION_NAME"|"Anders Ekernas"
"060W6K-E"|"PRESENTATION_NAME"|"Greg Gerew"
"060WDN-E"|"PRESENTATION_NAME"|"Tom Kennedy"
"060WJV-E"|"PRESENTATION_NAME"|"Doug Wallace"
"060WSY-E"|"PRESENTATION_NAME"|"Ed Hunia"
"060X3P-E"|"PRESENTATION_NAME"|"Cushing Titcomb"
"060X90-E"|"PRESENTATION_NAME"|"Tim Barns"
"060XBB-E"|"PRESENTATION_NAME"|"Jeff Robinson"
"060XQP-E"|"PRESENTATION_NAME"|"Doug Ciocca"
"060Y4T-E"|"PRESENTATION_NAME"|"Tom Kleban"
"060Y6M-E"|"PRESENTATION_NAME"|"Sargent McGowan"
"060YK7-E"|"PRESENTATION_NAME"|"Mike Vanous"
"060YNK-E"|"PRESENTATION_NAME"|"Chuck Burge"
"060YNT-E"|"PRESENTATION_NAME"|"Scott Case"
"060YQ3-E"|"PRESENTATION_NAME"|"Greg Royce"
"060YYR-E"|"PRESENTATION_NAME"|"Hon Cheung"
"060Z3L-E"|"PRESENTATION_NAME"|"Brad Neuman"
"060Z69-E"|"PRESENTATION_NAME"|"Gay Lane"
"060ZKT-E"|"PRESENTATION_NAME"|"Charles Lin"
"060ZY0-E"|"PRESENTATION_NAME"|"Terry Quinn"
"060ZY9-E"|"PRESENTATION_NAME"|"Jeff Wang"
"0610MR-E"|"PRESENTATION_NAME"|"Bill Bryant"
"0610PJ-E"|"PRESENTATION_NAME"|"Will Ed Settle"
"0610Q1-E"|"PRESENTATION_NAME"|"Matt Troy"
"0610V7-E"|"PRESENTATION_NAME"|"Jeff Burchell"
"0610V9-E"|"PRESENTATION_NAME"|"Bill Peckford"
"06110V-E"|"PRESENTATION_NAME"|"Jay Abella"
"06111M-E"|"PRESENTATION_NAME"|"Josh Bennett"
"0611FY-E"|"PRESENTATION_NAME"|"Ali Naqvi"
"0611N9-E"|"PRESENTATION_NAME"|"Tom Michaud"
"0611NN-E"|"PRESENTATION_NAME"|"Russ Covode"
"0611PX-E"|"PRESENTATION_NAME"|"Greg Shea"
"0611QC-E"|"PRESENTATION_NAME"|"Jeff Sujitno"
"06129P-E"|"PRESENTATION_NAME"|"Chris Richard"
"0612JC-E"|"PRESENTATION_NAME"|"Jon Meyer"
"0612S7-E"|"PRESENTATION_NAME"|"Bob Jacksha"
"0612VH-E"|"PRESENTATION_NAME"|"Mike Gutch"
"0613BD-E"|"PRESENTATION_NAME"|"Bowdy Train"
"0613BM-E"|"PRESENTATION_NAME"|"Oak Strawbridge"
"0613ST-E"|"PRESENTATION_NAME"|"Ray Basler"
"0614QD-E"|"PRESENTATION_NAME"|"Tim Schneider"
"0614YX-E"|"PRESENTATION_NAME"|"Chris Yuan"
"0614ZF-E"|"PRESENTATION_NAME"|"Bill Barker"
"06150K-E"|"PRESENTATION_NAME"|"Richard Stanley"
"061578-E"|"PRESENTATION_NAME"|"Nick Orum"
"0615H0-E"|"PRESENTATION_NAME"|"Ebby Gerry"
"0615RQ-E"|"PRESENTATION_NAME"|"Phil Cliff"
"0615ZP-E"|"PRESENTATION_NAME"|"Greg Bell"
"06160P-E"|"PRESENTATION_NAME"|"Rob McIver"
"0616PK-E"|"PRESENTATION_NAME"|"Raj Tanna"
"0616TT-E"|"PRESENTATION_NAME"|"Steve Dyer"
"0617DQ-E"|"PRESENTATION_NAME"|"Greg Bennett"
"0617FH-E"|"PRESENTATION_NAME"|"Jerry Thomas"
"0619FL-E"|"PRESENTATION_NAME"|"Jim Gray"
"0619GX-E"|"PRESENTATION_NAME"|"Jim Golan"
"0619MT-E"|"PRESENTATION_NAME"|"Dan Koyich"
"0619Z7-E"|"PRESENTATION_NAME"|"Fred Allner"
"061B44-E"|"PRESENTATION_NAME"|"Bill Kennett"
"061B8B-E"|"PRESENTATION_NAME"|"Greg McGreevey"
"061B8T-E"|"PRESENTATION_NAME"|"Jamie Wilhelm"
"061CSK-E"|"PRESENTATION_NAME"|"Manny Pohl"
"061DCR-E"|"PRESENTATION_NAME"|"Chris Hulatt"
"061DKN-E"|"PRESENTATION_NAME"|"Ivka Kalus-Bystricky"
"061DKV-E"|"PRESENTATION_NAME"|"Mike Burton"
"061F5T-E"|"PRESENTATION_NAME"|"Doug McFaul"
"061FJS-E"|"PRESENTATION_NAME"|"Rick Walker"
"061G25-E"|"PRESENTATION_NAME"|"Alex Odd"
"061GPN-E"|"PRESENTATION_NAME"|"Frank Timons"
"061GZ4-E"|"PRESENTATION_NAME"|"Dan Warsh"
"061HFX-E"|"PRESENTATION_NAME"|"Tom O'Connor"
"061HP0-E"|"PRESENTATION_NAME"|"Frank Davis"
"061J6X-E"|"PRESENTATION_NAME"|"Matt Geary"
"061JH1-E"|"PRESENTATION_NAME"|"Mike McCaffery"
"061JHD-E"|"PRESENTATION_NAME"|"Dave Burke"
"061JHK-E"|"PRESENTATION_NAME"|"Joe Dekker"
"061KDG-E"|"PRESENTATION_NAME"|"Ben Fulton"
"061KNW-E"|"PRESENTATION_NAME"|"Russell Harris"
"061KS4-E"|"PRESENTATION_NAME"|"Rob Blanchard"
"061L56-E"|"PRESENTATION_NAME"|"Bob Parsons"
"061L8C-E"|"PRESENTATION_NAME"|"Dave Spano"
"061L9M-E"|"PRESENTATION_NAME"|"Alex Kydd"
"061LD2-E"|"PRESENTATION_NAME"|"Tim Read"
"061LZY-E"|"PRESENTATION_NAME"|"Jon Berger"
"061M2F-E"|"PRESENTATION_NAME"|"Marty Hargrave"
"061MF6-E"|"PRESENTATION_NAME"|"Chris Seasons"
"061MMZ-E"|"PRESENTATION_NAME"|"Tony Dalwood"
"061MN2-E"|"PRESENTATION_NAME"|"Jamie Seaton"
"061MRF-E"|"PRESENTATION_NAME"|"Tom Lamb"
"061MTL-E"|"PRESENTATION_NAME"|"Jim Sanderson"
"061MYD-E"|"PRESENTATION_NAME"|"Ben Morton"
"061N6X-E"|"PRESENTATION_NAME"|"Tom Ryley"
"061ND4-E"|"PRESENTATION_NAME"|"Joe Randell"
"061P1W-E"|"PRESENTATION_NAME"|"Jim Carter"
"061P64-E"|"PRESENTATION_NAME"|"Rich Anthony"
"061P8T-E"|"PRESENTATION_NAME"|"Ryan McNally"
"061PB6-E"|"PRESENTATION_NAME"|"David Cumming"
"061PBS-E"|"PRESENTATION_NAME"|"Tim Escott"
"061PD8-E"|"PRESENTATION_NAME"|"Tim Wood"
"061PYF-E"|"PRESENTATION_NAME"|"Jim Connolly"
"061PZL-E"|"PRESENTATION_NAME"|"Greg Thomas"
"061Q0B-E"|"PRESENTATION_NAME"|"Steve Esielonis"
"061Q2J-E"|"PRESENTATION_NAME"|"Steve Fauer"
"061QTK-E"|"PRESENTATION_NAME"|"Joe Dempsey"
"061QW6-E"|"PRESENTATION_NAME"|"Christine Hughes"
"061RBG-E"|"PRESENTATION_NAME"|"A. James Clark"
"061RBS-E"|"PRESENTATION_NAME"|"Lex Fenwick"
"061RFY-E"|"PRESENTATION_NAME"|"Jim Stack"
"061RG3-E"|"PRESENTATION_NAME"|"Cathy Hetrick"
"061RVC-E"|"PRESENTATION_NAME"|"Bob Mariano"
"061RX6-E"|"PRESENTATION_NAME"|"jim Schranz"
"061S2R-E"|"PRESENTATION_NAME"|"Ross Watson"
"061SS3-E"|"PRESENTATION_NAME"|"Tim Hay"
"061SWF-E"|"PRESENTATION_NAME"|"Alex Stewart"
"061SXR-E"|"PRESENTATION_NAME"|"Jeff Gates"
"061SXW-E"|"PRESENTATION_NAME"|"Matt Mark"
"061SYF-E"|"PRESENTATION_NAME"|"Lee Chertavian"
"061T0K-E"|"PRESENTATION_NAME"|"Ted Harris"
"061T0N-E"|"PRESENTATION_NAME"|"Phil Evans"
"061T0S-E"|"PRESENTATION_NAME"|"Doug Morris"
"061T0X-E"|"PRESENTATION_NAME"|"Tim Stecklein"
"061TMD-E"|"PRESENTATION_NAME"|"Bill Nixon"
"061TQK-E"|"PRESENTATION_NAME"|"Billy Tauzin"
"061V7T-E"|"PRESENTATION_NAME"|"Greg Hayes"
"061VGV-E"|"PRESENTATION_NAME"|"Mike Reid"
"061VJM-E"|"PRESENTATION_NAME"|"Nik Mittal"
"061VKV-E"|"PRESENTATION_NAME"|"Dan Gold"
"061VLC-E"|"PRESENTATION_NAME"|"Dan Linscomb"
"061VLG-E"|"PRESENTATION_NAME"|"Harold Williams"
"061VLW-E"|"PRESENTATION_NAME"|"Bill McMahon"
"061VW7-E"|"PRESENTATION_NAME"|"Doug Robertson"
"061VYN-E"|"PRESENTATION_NAME"|"Bill Dubé"
"061W3H-E"|"PRESENTATION_NAME"|"Tony Barkan"
"061WK9-E"|"PRESENTATION_NAME"|"Rich Walter"
"061X65-E"|"PRESENTATION_NAME"|"Jim Fisher"
"061XF6-E"|"PRESENTATION_NAME"|"Rick Bush"
"061XL5-E"|"PRESENTATION_NAME"|"Syd Yates"
"061XPD-E"|"PRESENTATION_NAME"|"Alex Coleman"
"061XTV-E"|"PRESENTATION_NAME"|"Chris Weil"
"061YWH-E"|"PRESENTATION_NAME"|"Matt Kolesky"
"061ZHX-E"|"PRESENTATION_NAME"|"Lou Stanasolovich"
"061ZJG-E"|"PRESENTATION_NAME"|"Jim Holtzman"
"061ZKL-E"|"PRESENTATION_NAME"|"Don Soland"
"061ZKP-E"|"PRESENTATION_NAME"|"Angie Stephenson"
"06202P-E"|"PRESENTATION_NAME"|"Rich Narula"
"0621T6-E"|"PRESENTATION_NAME"|"BJ Grant"
"062202-E"|"PRESENTATION_NAME"|"Steve Giles"
"06221K-E"|"PRESENTATION_NAME"|"Ron Rogé"
"0622B4-E"|"PRESENTATION_NAME"|"Rob Burnett"
"0622V0-E"|"PRESENTATION_NAME"|"Pete McPartland"
"06233G-E"|"PRESENTATION_NAME"|"Will Bond"
"0623T9-E"|"PRESENTATION_NAME"|"Sam Chang"
"0623TC-E"|"PRESENTATION_NAME"|"Bill Stasiulatis"
"0623YK-E"|"PRESENTATION_NAME"|"Ed Murphy"
"0623YP-E"|"PRESENTATION_NAME"|"Mike Prioletti"
"06248Q-E"|"PRESENTATION_NAME"|"Rick Medlock"
"0624DL-E"|"PRESENTATION_NAME"|"Bill McCaffrey"
"0624HS-E"|"PRESENTATION_NAME"|"Sam Perry"
"0624SM-E"|"PRESENTATION_NAME"|"Dan Worrell"
"0624WP-E"|"PRESENTATION_NAME"|"Jeff Bailey"
"0624X3-E"|"PRESENTATION_NAME"|"Jim Stowell"
"0624XG-E"|"PRESENTATION_NAME"|"R. Bruce Murray"
"06255C-E"|"PRESENTATION_NAME"|"Tom Drivas"
"0625CB-E"|"PRESENTATION_NAME"|"Alex Zisson"
"0625VQ-E"|"PRESENTATION_NAME"|"Greg Robinson"
"0626JV-E"|"PRESENTATION_NAME"|"Chemi Peres"
"0626L7-E"|"PRESENTATION_NAME"|"Jim Rorer"
"0626N2-E"|"PRESENTATION_NAME"|"Andrew Harrison"
"0626Q0-E"|"PRESENTATION_NAME"|"Jai Das"
"06275R-E"|"PRESENTATION_NAME"|"Tony Vernon"
"0627F2-E"|"PRESENTATION_NAME"|"Andy Headley"
"0627MK-E"|"PRESENTATION_NAME"|"Tim Chang"
"0627MM-E"|"PRESENTATION_NAME"|"Joe Machado"
"0627PV-E"|"PRESENTATION_NAME"|"Ted Beneski"
"0627QW-E"|"PRESENTATION_NAME"|"Allen Beasley"
"0627QZ-E"|"PRESENTATION_NAME"|"Tom Dyal"
"0627RD-E"|"PRESENTATION_NAME"|"Chris Moore"
"0627XJ-E"|"PRESENTATION_NAME"|"Jon Leiman"
"0628M5-E"|"PRESENTATION_NAME"|"Zak Dingsdale"
"0628P0-E"|"PRESENTATION_NAME"|"Nic Limb"
"0628PZ-E"|"PRESENTATION_NAME"|"Jim Dorrian"
"0628WP-E"|"PRESENTATION_NAME"|"Rick Magnuson"
"0629L4-E"|"PRESENTATION_NAME"|"Gene Austin"
"0629QB-E"|"PRESENTATION_NAME"|"Venky Ganesan"
"0629SF-E"|"PRESENTATION_NAME"|"Doug Dossey"
"062B13-E"|"PRESENTATION_NAME"|"Rick Franklin"
"062B6Z-E"|"PRESENTATION_NAME"|"Jim Lim"
"062BK8-E"|"PRESENTATION_NAME"|"Tom Goeke"
"062BR9-E"|"PRESENTATION_NAME"|"Alex Zimmermann"
"062CXW-E"|"PRESENTATION_NAME"|"Steve Shaffer"
"062CXY-E"|"PRESENTATION_NAME"|"Steve Tidwell"
"062D7L-E"|"PRESENTATION_NAME"|"Clint Harris"
"062D85-E"|"PRESENTATION_NAME"|"Chris Yang"
"062DHN-E"|"PRESENTATION_NAME"|"Mike Kendzicky"
"062DJW-E"|"PRESENTATION_NAME"|"Dan Paulson"
"062DLC-E"|"PRESENTATION_NAME"|"Dave Laplante"
"062DLN-E"|"PRESENTATION_NAME"|"Ed Peters"
"062F1W-E"|"PRESENTATION_NAME"|"Sue Noffke"
"062G70-E"|"PRESENTATION_NAME"|"T. J. McHugh"
"062GFQ-E"|"PRESENTATION_NAME"|"Jeff Keen"
"062GJY-E"|"PRESENTATION_NAME"|"Russ King"
"062GPD-E"|"PRESENTATION_NAME"|"Bob Riksen"
"062GPK-E"|"PRESENTATION_NAME"|"Guy Sawyer"
"062GT8-E"|"PRESENTATION_NAME"|"Tom Garrett"
"062HC6-E"|"PRESENTATION_NAME"|"Tom Soulsby"
"062HG1-E"|"PRESENTATION_NAME"|"Rod Jack"
"062HL7-E"|"PRESENTATION_NAME"|"Charlie Bohlen"
"062HXN-E"|"PRESENTATION_NAME"|"Gordon Owens"
"062HZD-E"|"PRESENTATION_NAME"|"Greg Imhoff"
"062JFT-E"|"PRESENTATION_NAME"|"Khaya Gobodo"
"062K08-E"|"PRESENTATION_NAME"|"Don Baer"
"062K25-E"|"PRESENTATION_NAME"|"Charles Fan"
"062K99-E"|"PRESENTATION_NAME"|"Nick Varney"
"062KD1-E"|"PRESENTATION_NAME"|"Bill Paras"
"062KHB-E"|"PRESENTATION_NAME"|"Tom Gottsacker"
"062KHJ-E"|"PRESENTATION_NAME"|"Bob Kemps"
"062KHS-E"|"PRESENTATION_NAME"|"Ron Cooper"
"062KZ3-E"|"PRESENTATION_NAME"|"Greg Casale"
"062L78-E"|"PRESENTATION_NAME"|"Drew Denney"
"062LT0-E"|"PRESENTATION_NAME"|"Ken Cunningham Cunningham"
"062M5W-E"|"PRESENTATION_NAME"|"Bill Baker"
"062MF3-E"|"PRESENTATION_NAME"|"Andy Beck"
"062MV1-E"|"PRESENTATION_NAME"|"Tom Johnson"
"062MV3-E"|"PRESENTATION_NAME"|"Geoff Klos"
"062MV7-E"|"PRESENTATION_NAME"|"Nick Zeller"
"062MVF-E"|"PRESENTATION_NAME"|"Dan Morrisey"
"062MXV-E"|"PRESENTATION_NAME"|"Bob Casale"
"062MYT-E"|"PRESENTATION_NAME"|"Tim Haldane"
"062N30-E"|"PRESENTATION_NAME"|"Rick Seiler"
"062N3Q-E"|"PRESENTATION_NAME"|"Tim O'Malley"
"062N3R-E"|"PRESENTATION_NAME"|"Michael Reed"
"062N3X-E"|"PRESENTATION_NAME"|"Tom Waldkirch"
"062N3Y-E"|"PRESENTATION_NAME"|"Meg Yost"
"062NNW-E"|"PRESENTATION_NAME"|"Tim Johnson"
"062NNZ-E"|"PRESENTATION_NAME"|"Danny Bell"
"062NPS-E"|"PRESENTATION_NAME"|"Ed Johnson"
"062PF9-E"|"PRESENTATION_NAME"|"Jim Schaper"
"062PP8-E"|"PRESENTATION_NAME"|"Mike Andrews"
"062PWL-E"|"PRESENTATION_NAME"|"Doug Wenzel"
"062PYB-E"|"PRESENTATION_NAME"|"Randy Pribyl"
"062R8P-E"|"PRESENTATION_NAME"|"Larry Raffone"
"062RB6-E"|"PRESENTATION_NAME"|"Tony Howarth"
"062RLG-E"|"PRESENTATION_NAME"|"Doug Condon"
"062RLH-E"|"PRESENTATION_NAME"|"Fred Jetter"
"062RLM-E"|"PRESENTATION_NAME"|"Jim Ritter"
"062RN4-E"|"PRESENTATION_NAME"|"Joe Reiland"
"062RY9-E"|"PRESENTATION_NAME"|"Roy Sosa"
"062S3M-E"|"PRESENTATION_NAME"|"Don Beasley"
"062S3S-E"|"PRESENTATION_NAME"|"Tim Chapman"
"062S3V-E"|"PRESENTATION_NAME"|"Jud Doherty"
"062S3W-E"|"PRESENTATION_NAME"|"Joe Ezernack"
"062S3X-E"|"PRESENTATION_NAME"|"Andy Raikes"
"062SLJ-E"|"PRESENTATION_NAME"|"Bill Davlin"
"062SNY-E"|"PRESENTATION_NAME"|"Joe Capper"
"062ST5-E"|"PRESENTATION_NAME"|"Stan Spavold"
